device,fullVisitorId,visitId,transactions,revenue_usd
desktop,1379398622703975756,1484328131,1,116.78
desktop,1941279334540452285,1485271156,1,115.94
desktop,9619365002104387449,1483995410,1,115.92
desktop,9471810254016440991,1483984836,1,114.31
desktop,5414778440969335716,1483574146,1,111.98
desktop,1270881807221511963,1485356334,1,111.98
desktop,0395012696484203225,1484964281,1,111.98
desktop,7843562488071473206,1485878506,1,111.8
desktop,5102519341834861025,1484703418,1,111.18
desktop,173863901552294318,1484399835,1,111.16
desktop,9427363159955336757,1485732278,1,110.94
desktop,2814872551544320279,1483999908,1,109.99
desktop,1440024345080708014,1484752096,1,106.32
desktop,155711517942843047,1483470975,1,106.31
desktop,2402527199731150932,1485453756,1,106.26
desktop,671417952592573132,1484763664,1,105.94
desktop,7419167186572756753,1484243845,1,105.52
desktop,791462951878788065,1485465620,1,105.12
desktop,9522133298937793910,1483635208,1,104.78
desktop,2678017605977262322,1484937964,1,104.78
desktop,9596568187246807844,1485809599,1,103.94
desktop,1620948710344032805,1484805232,1,103.18
desktop,4482624745886118154,1483476498,1,103.05
desktop,0586022395219552336,1485829002,1,103.02
desktop,7077546092404787998,1485728697,1,101.97
desktop,3440941357653473285,1485041614,1,101.95
desktop,4365809776716151144,1483988529,1,100.0
desktop,1915538933685278364,1483632043,1,100.0
desktop,7818622582367990484,1483968781,1,99.99
desktop,1479905681893527974,1483768019,1,99.98
desktop,1845281550200982748,1483627716,1,98.99
desktop,406001208091891832,1485469662,1,96.77
desktop,7270080953464199743,1485552658,1,95.99
desktop,277995947055991027,1483622617,1,95.98
desktop,4599293151185767579,1483679701,1,95.96
desktop,5818907015155531907,1485398248,1,95.8
desktop,5450212768993016861,1483752676,1,93.57
desktop,5811515226534313470,1484406696,1,91.97
desktop,3347706947631375795,1483538832,1,91.08
desktop,8010924216301401271,1484025720,1,90.38
desktop,342565333518409484,1483713955,1,89.95
desktop,6462196953273318864,1484620371,1,89.9
desktop,3883919079717671978,1485204836,1,89.58
desktop,5969191050952048751,1485716830,1,88.2
desktop,4307411610497308919,1485812030,1,87.99
desktop,4123860234327657457,1483559313,1,87.99
desktop,2236066284946239355,1484179342,1,87.99
desktop,545302570079415113,1484271231,1,87.99
desktop,522359013237328012,1483450985,1,87.98
desktop,7647399051164881931,1484339978,1,86.38
desktop,4539597857733998702,1484694639,1,84.94
desktop,9389853808320852799,1484162048,1,84.75
desktop,9433643728318784543,1485914202,1,83.16
desktop,7065662789249975422,1485730053,1,82.96
desktop,148135394525872002,1484770707,1,82.92
desktop,4808974885561715322,1485286304,1,82.2
desktop,2090714886530233895,1483981412,1,80.98
desktop,4305270415377533885,1485499587,1,80.76
desktop,9034814434587721345,1485821620,1,79.99
desktop,6645585126548219573,1484791493,1,79.99
desktop,4967676136502125585,1483538959,1,79.99
desktop,6961799001356572228,1485024534,1,79.99
desktop,3527366305683922189,1484697680,1,79.99
desktop,5716546627685384562,1485720807,1,79.99
desktop,0239598330790272854,1483927668,1,79.99
desktop,5950059119124275683,1484333470,1,79.99
